1,1,0,0
1,9,-1,0
1,17,-1,0
1,25,-1,0
1,33,-1,0
1,41,-1,0
1,49,-1,0
1,57,-1,0
1,65,-1,0
1,73,-1,0
1,81,-1,0
1,89,-1,0
1,97,-1,0
1,105,-1,0
1,113,-1,0
1,121,-1,0
1,129,-1,0
1,137,-1,0
1,145,-1,0
1,153,-1,0
1,161,-1,0
1,169,-1,0
1,177,-1,0
1,185,-1,0
1,193,-1,0
1,201,-1,0
1,209,-1,0
1,217,-1,0
1,225,-1,0
1,233,-1,0
1,241,-1,0
1,249,-1,0
1,257,-1,0
1,265,-1,0
1,273,-1,0
1,281,-1,0
1,289,-1,0
1,297,-1,0
1,305,-1,0
1,313,-1,0
1,321,-1,0
1,329,-1,0
1,337,-1,0
1,345,-1,0
9,1,0,-1
9,9,-1,-1
9,17,-1,-1
9,25,-1,-1
9,33,-1,-1
9,41,-1,-1
9,49,-1,-1
9,57,-1,-1
9,65,-1,-1
9,73,-1,-1
9,81,-1,-1
9,89,-1,-1
9,97,-1,-1
9,105,-1,-1
9,113,-1,-1
9,121,-1,-1
9,129,-1,-1
9,137,-1,-1
9,145,-1,-1
9,153,-1,-1
9,161,-1,-1
9,169,-1,-1
9,177,-1,-1
9,185,-1,-1
9,193,-1,-1
9,201,-1,-1
9,209,-1,-1
9,217,-1,-1
9,225,-1,-1
9,233,-1,-1
9,241,-1,-1
9,249,-1,-1
9,257,-1,-1
9,265,-1,-1
9,273,-1,-1
9,281,-1,-1
9,289,-1,-1
9,297,-1,-1
9,305,-1,-1
9,313,-1,-1
9,321,-1,-1
9,329,-1,-1
9,337,-1,-1
9,345,-1,-1
17,1,0,-1
17,9,-1,-1
17,17,-1,-1
17,25,-1,-1
17,33,-1,-1
17,41,-1,-1
17,49,-1,-1
17,57,-1,-1
17,65,-1,-1
17,73,-1,-1
17,81,-1,-1
17,89,-1,-1
17,97,-1,-1
17,105,-1,-1
17,113,-1,-1
17,121,-1,-1
17,129,-1,-1
17,137,-1,-1
17,145,-1,-1
17,153,-1,-1
17,161,-1,-1
17,169,-1,-1
17,177,-1,-1
17,185,-1,-1
17,193,-1,-1
17,201,-1,-1
17,209,-1,-1
17,217,-1,-1
17,225,-1,-1
17,233,-1,-1
17,241,-1,-1
17,249,-1,-1
17,257,-1,-1
17,265,-1,-1
17,273,-1,-1
17,281,-1,-1
17,289,-1,-1
17,297,-1,-1
17,305,-1,-1
17,313,-1,-1
17,321,-1,-1
17,329,-1,-1
17,337,-1,-1
17,345,-1,-1
25,1,0,-1
25,9,-1,-1
25,17,-1,-1
25,25,-1,-1
25,33,-1,-1
25,41,-1,-1
25,49,-1,-1
25,57,-1,-1
25,65,-1,-1
25,73,-1,-1
25,81,-1,-1
25,89,-1,-1
25,97,-1,-1
25,105,-1,-1
25,113,-1,-1
25,121,-1,-1
25,129,-1,-1
25,137,-1,-1
25,145,-1,-1
25,153,-1,-1
25,161,-1,-1
25,169,-1,-1
25,177,-1,-1
25,185,-1,-1
25,193,-1,-1
25,201,-1,-1
25,209,-1,-1
25,217,-1,-1
25,225,-1,-1
25,233,-1,-1
25,241,-1,-1
25,249,-1,-1
25,257,-1,-1
25,265,-1,-1
25,273,-1,-1
25,281,-1,-1
25,289,-1,-1
25,297,-1,-1
25,305,-1,-1
25,313,-1,-1
25,321,-1,-1
25,329,-1,-1
25,337,-1,-1
25,345,-1,-1
33,1,0,-1
33,9,-1,-1
33,17,-1,-1
33,25,-1,-1
33,33,-1,-1
33,41,-1,-1
33,49,-1,-1
33,57,-1,-1
33,65,-1,-1
33,73,-1,-1
33,81,-1,-1
33,89,-1,-1
33,97,-1,-1
33,105,-1,-1
33,113,-1,-1
33,121,-1,-1
33,129,-1,-1
33,137,-1,-1
33,145,-1,-1
33,153,-1,-1
33,161,-1,-1
33,169,-1,-1
33,177,-1,-1
33,185,-1,-1
33,193,-1,-1
33,201,-1,-1
33,209,-1,-1
33,217,-1,-1
33,225,-1,-1
33,233,-1,-1
33,241,-1,-1
33,249,-1,-1
33,257,-1,-1
33,265,-1,-1
33,273,-1,-1
33,281,-1,-1
33,289,-1,-1
33,297,-1,-1
33,305,-1,-1
33,313,-1,-1
33,321,-1,-1
33,329,-1,-1
33,337,-1,-1
33,345,-1,-1
41,1,0,-1
41,9,-1,-1
41,17,-1,-1
41,25,-1,-1
41,33,-1,-1
41,41,-1,-1
41,49,-1,-1
41,57,-1,-1
41,65,-1,-1
41,73,-1,-1
41,81,-1,-1
41,89,-1,-1
41,97,-1,-1
41,105,-1,-1
41,113,-1,-1
41,121,-1,-1
41,129,-1,-1
41,137,-1,-1
41,145,-1,-1
41,153,-1,-1
41,161,-1,-1
41,169,-1,-1
41,177,-1,-1
41,185,-1,-1
41,193,-1,-1
41,201,-1,-1
41,209,-1,-1
41,217,-1,-1
41,225,-1,-1
41,233,-1,-1
41,241,-1,-1
41,249,-1,-1
41,257,-1,-1
41,265,-1,-1
41,273,-1,-1
41,281,-1,-1
41,289,-1,-1
41,297,-1,-1
41,305,-1,-1
41,313,-1,-1
41,321,-1,-1
41,329,-1,-1
41,337,-1,-1
41,345,-1,-1
49,1,0,-1
49,9,-1,-1
49,17,-1,-1
49,25,-1,-1
49,33,-1,-1
49,41,-1,-1
49,49,-1,-1
49,57,-1,-1
49,65,-1,-1
49,73,-1,-1
49,81,-1,-1
49,89,-1,-1
49,97,-1,-1
49,105,-1,-1
49,113,-1,-1
49,121,-1,-1
49,129,-1,-1
49,137,-1,-1
49,145,-1,-1
49,153,-1,-1
49,161,-1,-1
49,169,-1,-1
49,177,-1,-1
49,185,-1,-1
49,193,-1,-1
49,201,-1,-1
49,209,-1,-1
49,217,-1,-1
49,225,-1,-1
49,233,-1,-1
49,241,-1,-1
49,249,-1,-1
49,257,-1,-1
49,265,-1,-1
49,273,-1,-1
49,281,-1,-1
49,289,-1,-1
49,297,-1,-1
49,305,-1,-1
49,313,-1,-1
49,321,-1,-1
49,329,-1,-1
49,337,-1,-1
49,345,-1,-1
57,1,0,-1
57,9,-1,-1
57,17,-1,-1
57,25,-1,-1
57,33,-1,-1
57,41,-1,-1
57,49,-1,-1
57,57,-1,-1
57,65,-1,-1
57,73,-1,-1
57,81,-1,-1
57,89,-1,-1
57,97,-1,-1
57,105,-1,-1
57,113,-1,-1
57,121,-1,-1
57,129,-1,-1
57,137,-1,-1
57,145,-1,-1
57,153,-1,-1
57,161,-1,-1
57,169,-1,-1
57,177,-1,-1
57,185,-1,-1
57,193,-1,-1
57,201,-1,-1
57,209,-1,-1
57,217,-1,-1
57,225,-1,-1
57,233,-1,-1
57,241,-1,-1
57,249,-1,-1
57,257,-1,-1
57,265,-1,-1
57,273,-1,-1
57,281,-1,-1
57,289,-1,-1
57,297,-1,-1
57,305,-1,-1
57,313,-1,-1
57,321,-1,-1
57,329,-1,-1
57,337,-1,-1
57,345,-1,-1
65,1,0,-1
65,9,-1,-1
65,17,-1,-1
65,25,-1,-1
65,33,-1,-1
65,41,-1,-1
65,49,-1,-1
65,57,-1,-1
65,65,-1,-1
65,73,-1,-1
65,81,-1,-1
65,89,-1,-1
65,97,-1,-1
65,105,-1,-1
65,113,-1,-1
65,121,-1,-1
65,129,-1,-1
65,137,-1,-1
65,145,-1,-1
65,153,-1,-1
65,161,-1,-1
65,169,-1,-1
65,177,-1,-1
65,185,-1,-1
65,193,-1,-1
65,201,-1,-1
65,209,-1,-1
65,217,-1,-1
65,225,-1,-1
65,233,-1,-1
65,241,-1,-1
65,249,-1,-1
65,257,-1,-1
65,265,-1,-1
65,273,-1,-1
65,281,-1,-1
65,289,-1,-1
65,297,-1,-1
65,305,-1,-1
65,313,-1,-1
65,321,-1,-1
65,329,-1,-1
65,337,-1,-1
65,345,-1,-1
73,1,0,-1
73,9,-1,-1
73,17,-1,-1
73,25,-1,-1
73,33,-1,-1
73,41,-1,-1
73,49,-1,-1
73,57,-1,-1
73,65,-1,-1
73,73,-1,-1
73,81,-1,-1
73,89,-1,-1
73,97,-1,-1
73,105,-1,-1
73,113,-1,-1
73,121,-1,-1
73,129,-1,-1
73,137,-1,-1
73,145,-1,-1
73,153,-1,-1
73,161,-1,-1
73,169,-1,-1
73,177,-1,-1
73,185,-1,-1
73,193,-1,-1
73,201,-1,-1
73,209,-1,-1
73,217,-1,-1
73,225,-1,-1
73,233,-1,-1
73,241,-1,-1
73,249,-1,-1
73,257,-1,-1
73,265,-1,-1
73,273,-1,-1
73,281,-1,-1
73,289,-1,-1
73,297,-1,-1
73,305,-1,-1
73,313,-1,-1
73,321,-1,-1
73,329,-1,-1
73,337,-1,-1
73,345,-1,-1
81,1,0,-1
81,9,-1,-1
81,17,-1,-1
81,25,-1,-1
81,33,-1,-1
81,41,-1,-1
81,49,-1,-1
81,57,-1,-1
81,65,-1,-1
81,73,-1,-1
81,81,-1,-1
81,89,-1,-1
81,97,-1,-1
81,105,-1,-1
81,113,-1,-1
81,121,-1,-1
81,129,-1,-1
81,137,-1,-1
81,145,-1,-1
81,153,-1,-1
81,161,-1,-1
81,169,-1,-1
